fecha,url_autor,tiempo_lectura,titulo,subtitulo,aplausos,respuestas,url leer mas
24/01/2020,https://medium.com/@amanlitt,3 min read,Do Not Quit Before They Reject You,"Failure is Part of the Journey of Success, Not the Opposite of…",55,0 responses,https://medium.com/swlh/do-not-quit-before-they-reject-you-fd9a38c00cf1?source=collection_archive---------56-----------------------
24/01/2020,https://medium.com/@hearstbayarea,7 min read,Newspaper Advertising: Types and Examples,Discover the benefits of newspaper advertising and preview…,50,0 responses,https://medium.com/swlh/newspaper-advertising-types-and-examples-29c84f10a1b3?source=collection_archive---------57-----------------------
24/01/2020,https://medium.com/@marktheconquerer,3 min read,Overcoming Writer’s Block,I knew I would eventually hit a wall with what to write during this 100 blog…,306,0 responses,https://medium.com/swlh/overcoming-writers-block-adf3d3bd568b?source=collection_archive---------58-----------------------
24/01/2020,https://medium.com/@ianbmathews,3 min read,Confidence Is A Function Of Preparation,-,52,0 responses,https://medium.com/swlh/confidence-is-a-function-of-preparation-1eaa41dc15c1?source=collection_archive---------59-----------------------
24/01/2020,https://medium.com/@somedudesays,7 min read,SEO Minded Affiliate Links,"Make your content more profitable, make affiliate links work for you.",51,1 response,https://medium.com/swlh/seo-minded-affiliate-links-b27782a071f2?source=collection_archive---------60-----------------------
24/01/2020,https://medium.com/@stefaninahill,4 min read,Identify Your Achilles Heel(s),A lesson for entrepreneurs from the world of snooker ~ Part two,50,0 responses,https://medium.com/swlh/identify-your-achilles-heel-s-6af7c3083863?source=collection_archive---------61-----------------------
24/01/2020,https://medium.com/@austingil,3 min read,Vuetensils 0.5.0 Released,-,0,0 responses,https://medium.com/swlh/vuetensils-0-5-0-released-318d000fe346?source=collection_archive---------62-----------------------
13/03/2020,https://medium.com/@vmp22,8 min read,An Optimistic View of the Future Post-Pandemic,The pandemic is touching every aspect of our lives —…,1K,5 responses,https://medium.com/swlh/an-optimistic-view-of-the-future-post-pandemic-4e8a67e2d7ce?source=collection_archive---------0-----------------------
13/03/2020,https://medium.com/@arslan_tayliyev,15 min read,How to Start a Startup: Make a Business Step-By-Step,-,368,2 responses,https://medium.com/swlh/how-to-start-a-startup-make-a-business-step-by-step-d64887d2ff38?source=collection_archive---------1-----------------------
13/03/2020,https://medium.com/@TheNewPath,4 min read,#Bitcoin’s -50% Drop Might be Unrelated to the Stock Market Crash,And why it possibly still is the…,886,12 responses,https://medium.com/swlh/bitcoins-50-drop-might-be-unrelated-to-the-stock-market-crash-af120eade78f?source=collection_archive---------2-----------------------
13/03/2020,https://medium.com/@axelcwittmann,6 min read,How to generate a sitemap.xml with Javascript for dynamic page urls,-,120,2 responses,https://medium.com/swlh/how-to-generate-a-sitemap-xml-with-javascript-for-dynamic-page-urls-12d9537fd950?source=collection_archive---------3-----------------------
13/03/2020,https://medium.com/@ajaytiwari.ib,11 min read,Modeling Insurance Claim Frequency,An illustrative guide to model insurance claim frequencies using…,127,3 responses,https://medium.com/swlh/modeling-insurance-claim-frequency-a776f3bf41dc?source=collection_archive---------4-----------------------
13/03/2020,https://medium.com/@alexprut,7 min read,"Race Conditions, Locks, Semaphores, and Deadlocks","Writing correct programs is hard, writing correct…",120,0 responses,https://medium.com/swlh/race-conditions-locks-semaphores-and-deadlocks-a4f783876529?source=collection_archive---------5-----------------------
13/03/2020,https://medium.com/@aytekintank,5 min read,The Real Cost of a Toxic Employee & How to Protect Your Team,-,473,1 response,https://medium.com/swlh/the-real-cost-of-a-toxic-employee-how-to-protect-your-team-5471c1765038?source=collection_archive---------6-----------------------
13/03/2020,https://medium.com/@kaiserm,7 min read,Predicting Breast Cancer Using Logistic Regression,Learn how to perform Exploratory Data Analysis…,91,1 response,https://medium.com/swlh/predicting-breast-cancer-using-logistic-regression-3cbb796ab931?source=collection_archive---------7-----------------------
13/03/2020,https://medium.com/@thecodenthusiast,7 min read,Creating Real-Time Autocompletion With React: The Complete Guide,Ever wondered how autocompletion…,293,1 response,https://medium.com/swlh/creating-real-time-autocompletion-with-react-the-complete-guide-39a3bee7e38c?source=collection_archive---------8-----------------------
13/03/2020,https://medium.com/@KarlHenrikSmith,9 min read,Boeing’s Crisis Mismanagement,The planemaker’s handling of disasters reveals a failure in leadership…,56,0 responses,https://medium.com/swlh/boeings-crisis-mismanagement-ef0af9cc3f6?source=collection_archive---------9-----------------------
13/03/2020,https://medium.com/@bdkafka,3 min read,The Truth Behind the Fed’s $1.5 Trillion “Cash Injection”,-,190,4 responses,https://medium.com/swlh/the-truth-behind-the-feds-1-5-trillion-cash-injection-577b51c7add7?source=collection_archive---------10-----------------------
13/03/2020,https://medium.com/@corollari,13 min read,Two-way pegs on Binance Chain: BEP3 and beyond,"A discussion on two-way peg systems, featuring an…",1.4K,1 response,https://medium.com/swlh/binance-chain-bep3-7380b9aaed2f?source=collection_archive---------11-----------------------
13/03/2020,https://medium.com/@eric.jeker,5 min read,"Angular Components, Templating, and Reusability",-,152,1 response,https://medium.com/swlh/angular-components-templating-and-reusability-f398ec557392?source=collection_archive---------12-----------------------
13/03/2020,https://medium.com/@i_tarun_gupta,6 min read,Machine Learning Decision Trees Implementation,with ID3 algorithm using Python and XML,64,0 responses,https://medium.com/swlh/machine-learning-decision-tree-implementation-849df3ce36d2?source=collection_archive---------13-----------------------
13/03/2020,https://medium.com/@jessica-warren,9 min read,"Isolated, But In This Together",-,162,1 response,https://medium.com/swlh/isolated-but-in-this-together-551f2062aa82?source=collection_archive---------14-----------------------
13/03/2020,https://medium.com/@eric.jeker,7 min read,The Importance of Clean Code,-,90,0 responses,https://medium.com/swlh/the-importance-of-clean-code-ef922bb4b808?source=collection_archive---------15-----------------------
13/03/2020,https://medium.com/@kritner,5 min read,How to Rely on Configuration During Application Bootstrapping?,-,6,1 response,https://medium.com/swlh/how-to-rely-on-configuration-during-application-bootstrapping-a6f97588df7d?source=collection_archive---------16-----------------------
13/03/2020,https://medium.com/@tipsnguts,8 min read,How to Sell Technology to Your Customers,A deep dive into your customer’s mindset,90,1 response,https://medium.com/swlh/how-to-sell-technology-to-your-customers-cd3b59647674?source=collection_archive---------17-----------------------
13/03/2020,https://medium.com/@eric.jeker,10 min read,Performance in the Software Industry,Principles of Measurement and How to Optimize Your Business,94,0 responses,https://medium.com/swlh/performance-in-the-software-industry-dfc5d7545610?source=collection_archive---------18-----------------------
13/03/2020,https://medium.com/@josh_bersin,4 min read,"Coronavirus Response: People First, Economics Second",-,55,1 response,https://medium.com/swlh/coronavirus-response-people-first-economics-second-c73c617b962e?source=collection_archive---------19-----------------------
13/03/2020,https://medium.com/@davidjgiardino,5 min read,The Problem With Election Maps,The unintended consequences of the gamification — and simplification —…,72,2 responses,https://medium.com/swlh/the-problem-with-election-maps-443b3a941dc7?source=collection_archive---------20-----------------------
13/03/2020,https://medium.com/@biotechonomics,5 min read,Why The Bay Area Grew Much Faster than Sacramento,-,86,0 responses,https://medium.com/swlh/why-the-bay-area-grew-much-faster-than-sacramento-523ae9251231?source=collection_archive---------21-----------------------
13/03/2020,https://medium.com/@Vanalli,14 min read,How to Thrive as a Remote Worker Amid Coronavirus Spread,-,67,0 responses,https://medium.com/swlh/how-to-thrive-as-a-remote-worker-amid-coronavirus-spread-f6d770523656?source=collection_archive---------22-----------------------
13/03/2020,https://medium.com/@pedromota_53213,10 min read,People and Culture over everything else,-,67,0 responses,https://medium.com/swlh/people-and-culture-over-everything-else-e42942593fd4?source=collection_archive---------23-----------------------
13/03/2020,https://medium.com/@thomasplummer,6 min read,Are You Afraid Your Writing Is Not Good Enough?,New writers can master the doubt that is part of being…,738,1 response,https://medium.com/swlh/are-you-afraid-your-writing-is-not-good-enough-2f53b0085429?source=collection_archive---------24-----------------------
13/03/2020,https://medium.com/@evana_margain,6 min read,Accessibility in Android With Material Design — Code-In Mobile,How can we implement Accessibility in…,59,0 responses,https://medium.com/swlh/accessibility-in-android-with-material-design-code-in-mobile-d2d1df54a0b6?source=collection_archive---------25-----------------------
13/03/2020,https://medium.com/@cryingbaseball,4 min read,How To Remind Your Reader That Your Characters Are Super Hot (So They Overlook Your Gaping Plot Holes),-,422,3 responses,https://medium.com/swlh/how-to-remind-your-reader-that-your-characters-are-super-hot-so-they-overlook-your-gaping-plot-adafc6de2c29?source=collection_archive---------26-----------------------
13/03/2020,https://medium.com/@florianfuehren,9 min read,How to Get to Your Best Ideas More Quickly,How outlining can help you write outstanding content faster,337,4 responses,https://medium.com/swlh/how-to-get-to-your-best-ideas-more-quickly-e4af429dcada?source=collection_archive---------27-----------------------
13/03/2020,https://medium.com/@tom-stevenson,4 min read,Struggling to Get Stuff Done? Change Your Environment,A change of scenery can boost your productivity,188,0 responses,https://medium.com/swlh/struggling-to-get-stuff-done-change-your-environment-9504d35b83c2?source=collection_archive---------28-----------------------
13/03/2020,https://medium.com/@worldfullofbliss,5 min read,Your Worries Make You More Vulnerable to Health Risks,-,166,1 response,https://medium.com/swlh/your-worries-make-you-more-vulnerable-to-health-risks-a758a14678be?source=collection_archive---------29-----------------------
13/03/2020,https://medium.com/@wing_flutter,4 min read,Our Future Is Endangered. Coronapocalypse is Only Part of It,The silent pandemics killing our…,170,1 response,https://medium.com/swlh/our-future-is-endangered-and-not-due-to-coronapocalypse-8218fe506f5c?source=collection_archive---------30-----------------------
13/03/2020,https://medium.com/@might_could,5 min read,Which Creative Mode Are You In?,Processing Your Life or Searching for Answers?,147,0 responses,https://medium.com/swlh/which-creative-mode-are-you-in-c24aae1b5ca7?source=collection_archive---------31-----------------------
13/03/2020,https://medium.com/@jake_61917,5 min read,Why A Mini-Retirement Is The Perfect Way To Celebrate Your Student Loans Being Forgiven,-,106,1 response,https://medium.com/swlh/why-a-mini-retirement-is-the-perfect-way-to-celebrate-your-student-loans-being-forgiven-79ca4e9aa0b0?source=collection_archive---------32-----------------------
